Año,Trimestre,Provincia,Mbps (Media de bajada),Localidad
,,,,Rodeo
,,,,Tudcum
,,,,El Médano
,,,,Gran China
,,,,Huaco
,,,,Mogna
,,,,Niquivil
,,,,Pampa Vieja
,,,,San Isidro
,,,,San José de Jáchal
,,,,Tamberías
,,,,Villa Malvinas Argentinas
,,,,Villa Mercedes
,,,,OTROS
,,,,Barrio Ruta 40
,,,,Carpintería
,,,,Quinto Cuartel
,,,,Villa Aberastain
,,,,Villa Aberastain - La Rinconada
,,,,Villa Barbosa - Villa Nacusi
,,,,Villa Centenario
,,,,El Medanito
,,,,Rawson
,,,,Villa Bolaños
,,,,Villa Krause
,,,,Rivadavia
,,,,Barrio Sadop
,,,,Dos Acequias (Est. Los Angacos)
,,,,San Isidro (Est. Los Angacos)
,,,,Villa Dominguito (Est. Puntilla Blanca)
,,,,Villa Don Bosco (Est. Angaco Sud)
,,,,Villa El Salvador
,,,,Villa San Martín
,,,,Alto de Sierra
,,,,Santa Lucía
,,,,Cañada Honda
,,,,Cienaguita
,,,,Divisadero
,,,,Guanacache
,,,,Las Lagunas
,,,,Los Berros
,,,,Pedernal
,,,,Punta del Médano
,,,,Villa Media Agua
,,,,Villa Ibáñez
,,,,Astica
,,,,OTROS
,,,,Villa San Agustín
,,,,Villa Basilio Nievas
,,,,Candelaria
,,,,La Majada
,,,,Leandro N. Alem
,,,,Lomas Blancas
,,,,Luján
,,,,OTROS
,,,,Pampa Grande
,,,,Quines
,,,,Río Juan Gómez
,,,,San Francisco del Monte de Oro
,,,,San Miguel
,,,,La Calera
,,,,Los Molles
,,,,Nogolí
,,,,San Pedro
,,,,Villa de la Quebrada
,,,,Villa General Roca
,,,,Concarán
,,,,Cortaderas
,,,,El Algarrobal
,,,,Naschel
,,,,Papagayos
,,,,Renca
,,,,San Pablo
,,,,Tilisarao
,,,,Villa del Carmen
,,,,Villa Larca
,,,,Carolina
,,,,El Durazno
,,,,El Trapiche
,,,,Fraga
,,,,La Bajada
,,,,La Florida
,,,,La Toma
,,,,OTROS
,,,,Río Grande
,,,,Saladillo
,,,,Juan Jorba
,,,,Juan Llerena
,,,,Justo Daract
,,,,La Angelina
,,,,La Punilla
,,,,Lavaisse
,,,,San José del Morro
,,,,Villa Mercedes
,,,,Villa Salles
,,,,Anchorena
,,,,Arizona
,,,,Bagual
,,,,Batavia
,,,,Buena Esperanza
,,,,Fortín El Patria
,,,,Fortuna
,,,,La Maroma
,,,,Los Overos
,,,,Martín de Loyola
,,,,Nahuel Mapá
,,,,Navia
,,,,Nueva Galia
,,,,Unión
,,,,Carpinteria
,,,,Cerro de Oro
,,,,Lafinur
,,,,Los Cajones
,,,,Los Molles
,,,,Merlo
,,,,Santa Rosa del Conlara
,,,,Talita
,,,,Alto Pelado
,,,,Alto Pencoso
,,,,Balde
,,,,Beazley
,,,,Cazador
,,,,Chosmes
,,,,Desaguadero
,,,,El Volcán
,,,,Jarilla
,,,,Juana Koslay
,,,,La Punta
,,,,Las Barrancas
,,,,Potrero de los Funes
,,,,Salinas del Bebedero
,,,,San Jerónimo
,,,,San Luis
,,,,Varela
,,,,Zanjitas
,,,,El Puesto
,,,,La Ramada
,,,,La Vertiente
,,,,Las Aguadas
,,,,Las Chacras
,,,,Las Lagunas
,,,,Paso Grande
,,,,Potrerillo
,,,,San Martín
,,,,Villa de Praga
,,,,OTROS
,,,,Comandante Luis Piedrabuena
,,,,Puerto Santa Cruz
,,,,Caleta Olivia
,,,,Cañadón Seco
,,,,Jaramillo
,,,,Las Heras
,,,,Pico Truncado
,,,,Puerto Deseado
,,,,Tellier
,,,,28 de Noviembre
,,,,El Turbio (Est. Gobernador Mayer)
,,,,Mina 3
,,,,Río Gallegos
,,,,Yacimientos Río Turbio
,,,,El Calafate
,,,,El Chaltén
,,,,Tres Lagos
,,,,Los Antiguos
,,,,Perito Moreno
,,,,Puerto San Julián
,,,,OTROS
,,,,Bajo Caracoles
,,,,Gobernador Gregores
,,,,Esteban Rams
,,,,Gato Colorado
,,,,Gregoria Pérez de Denis (Est. El Nochero)
,,,,Logroño
,,,,Montefiore
,,,,Pozo Borrado
,,,,San Bernardo
,,,,Santa Margarita
,,,,Tostado
,,,,Villa Minetti
,,,,Armstrong
,,,,Bouquet
,,,,Las Parejas
,,,,Las Rosas
,,,,Montes de Oca
,,,,Tortugas
,,,,Arequito
,,,,Arteaga
,,,,Beravebú
,,,,Bigand
,,,,Casilda
,,,,Chabás
,,,,Chañar Ladeado
,,,,Gödeken
,,,,Los Molinos
,,,,Los Nogales
,,,,Los Quirquinchos
,,,,San José de la Esquina
,,,,Sanford
,,,,Villada
,,,,Aldao (Est. Casablanca)
,,,,Angélica
,,,,Ataliva
,,,,Aurelia
,,,,Bauer y Sigel
,,,,Bella Italia
,,,,Castellanos
,,,,Colonia Bicha
,,,,Colonia Cello
,,,,Colonia Margarita
,,,,Colonia Raquel
,,,,Coronel Fraga
,,,,Esmeralda
,,,,Estación Clucellas
,,,,Estación Saguier
,,,,Eusebia y Carolina
,,,,Eustolia
,,,,Frontera
,,,,Humberto Primo
,,,,Josefina
,,,,Lehmann
,,,,María Juana
,,,,Plaza Clucellas
,,,,Plaza Saguier
,,,,Presidente Roca
,,,,Pueblo Marini
,,,,Rafaela
,,,,Ramona
,,,,San Antonio
,,,,San Vicente
,,,,Santa Clara de Saguier
,,,,Sunchales
,,,,Susana
,,,,Tacural
,,,,Vila
,,,,Villa San José
,,,,Virginia
,,,,Zenón Pereyra
,,,,Alcorta
,,,,Bombal
,,,,Cepeda
,,,,Empalme Villa Constitución
,,,,General Gelly
,,,,Godoy
,,,,Juan B. Molina
,,,,Juncal
,,,,La Vanguardia
,,,,Máximo Paz (Est. Paz)
,,,,Pavón
,,,,Pavón Arriba
,,,,Peyrano
,,,,Rueda
,,,,Santa Teresa
,,,,Sargento Cabral
,,,,Villa Constitución
,,,,Cayastá
,,,,Helvecia
,,,,Los Zapallos
,,,,Saladero Mariano Cabal
,,,,Santa Rosa de Calchines
,,,,Aarón Castellanos (Est. Castellanos)
,,,,Amenábar
,,,,Cafferata
,,,,Cañada del Ucle
,,,,Carmen
,,,,Carreras
,,,,Chapuy
,,,,Chovet
,,,,Christophersen
,,,,Diego de Alvear
,,,,Elortondo
,,,,Firmat
,,,,Hughes
,,,,La Chispa
,,,,Labordeboy
,,,,Maggiolo
,,,,María Teresa
,,,,Melincué (Est. San Urbano)
,,,,Miguel Torres
,,,,Murphy
,,,,Rufino
,,,,San Eduardo
,,,,San Francisco de Santa Fe
,,,,San Gregorio
,,,,Sancti Spiritu
,,,,Santa Isabel
,,,,Teodelina
,,,,Venado Tuerto
,,,,Villa Cañás
,,,,Wheelwright
,,,,Arroyo Ceibal
,,,,Avellaneda (Est. Ewald)
,,,,Berna
,,,,El Araza
,,,,El Rabón
,,,,Florencia
,,,,Guadalupe Norte
,,,,Ingeniero Chanourdie
,,,,La Isleta
,,,,La Sarita
,,,,Lanteri
,,,,Las Garzas
,,,,Las Toscas
,,,,Los Laureles
,,,,Malabrigo
,,,,Paraje San Manuel
,,,,Reconquista
,,,,San Antonio de Obligado
,,,,Tacuarendí (Emb. Kilómetro 421)
,,,,Villa Ana
,,,,Villa Guillermina
,,,,Villa Ocampo
,,,,Barrio Cicarelli
,,,,Bustinza
,,,,Cañada de Gómez
,,,,Carrizales (Est. Clarke)
,,,,Classon
,,,,Colonia Médici
,,,,Correa
,,,,Larguía
,,,,Lucio V. López
,,,,Oliveros
,,,,Pueblo Andino
,,,,Salto Grande
,,,,Serodino
,,,,Totoras
,,,,Villa Eloísa
,,,,Villa La Rivera (Oliveros)
,,,,Villa La Rivera (Pueblo Andino)
,,,,Angel Gallardo
,,,,Arroyo Aguiar
,,,,Arroyo Leyes
,,,,Cabal
,,,,Candioti
,,,,Emilia
,,,,Laguna Paiva
,,,,Llambi Campbell
,,,,Monte Vera
,,,,Nelson
,,,,Recreo
,,,,San José del Rincón
,,,,Santa Fe
,,,,Santo Tomé
,,,,Sauce Viejo
,,,,Cavour
,,,,Cululú
,,,,Elisa
,,,,Empalme San Carlos
,,,,Esperanza
,,,,Felicia
,,,,Franck
,,,,Grutly
,,,,Hipatia
,,,,Humboldt
,,,,La Pelada
,,,,Las Tunas
,,,,María Luisa
,,,,Matilde
,,,,Nuevo Torino
,,,,OTROS
,,,,Pilar
,,,,Progreso
,,,,Providencia
,,,,Sa Pereyra
,,,,San Agustín
,,,,San Carlos Centro
,,,,San Carlos Norte
,,,,San Carlos Sud
,,,,San Jerónimo del Sauce
,,,,San Jerónimo Norte
,,,,Santa Clara de Buena Vista
,,,,Santo Domingo
,,,,Sarmiento
,,,,OTROS
,,,,Acebal
,,,,Albarellos
,,,,Álvarez
,,,,Alvear
,,,,Arbilla
,,,,Arminda
,,,,Arroyo Seco
,,,,Carmen del Sauce
,,,,Coronel Bogado
,,,,Coronel Rodolfo S. Domínguez
,,,,Cuatro Esquinas
,,,,El Caramelo
,,,,Fighiera
,,,,Funes
,,,,General Lagos
,,,,Granadero Baigorria
,,,,Ibarlucea
,,,,Kilómetro 101
,,,,Monte Flores
,,,,Pérez
,,,,Piñero (Est. Erasto)
,,,,Pueblo Esther
,,,,Pueblo Muñoz (Est. Bernard)
,,,,Pueblo Uranga
,,,,Puerto Arroyo Seco
,,,,Rosario
,,,,Soldini
,,,,Villa Amelia
,,,,Villa del Plata
,,,,Villa Gobernador Gálvez
,,,,Zavalla
,,,,Aguará Grande
,,,,Ambrosetti
,,,,Arrufo
,,,,Balneario La Verde
,,,,Capivara
,,,,Ceres
,,,,Colonia Ana
,,,,Colonia Bossi
,,,,Colonia Rosa
,,,,Curupaity
,,,,Hersilia
,,,,Huanqueros
,,,,La Cabral
,,,,La Rubia
,,,,Las Palmeras
,,,,Moisés Ville
,,,,Monigotes
,,,,Ñanducita
,,,,OTROS
,,,,Palacios
,,,,San Cristóbal
,,,,San Guillermo
,,,,Santurce
,,,,Soledad
,,,,Suardi
,,,,Villa Saralegui
,,,,Alejandra
,,,,Cacique Ariacaiquín
,,,,Colonia Durán
,,,,La Brava
,,,,Romang
,,,,San Javier
,,,,Arocena
,,,,Barrancas
,,,,Barrio Caima
,,,,Bernardo de Irigoyen (Est. Irigoyen)
,,,,Centeno
,,,,Coronda
,,,,Desvío Arijón
,,,,Díaz
,,,,Gaboto
,,,,Gálvez
,,,,Gessler
,,,,Irigoyen
,,,,Larrechea
,,,,Loma Alta
,,,,López (Est. San Martín de Tours)
,,,,Maciel
,,,,Monje
,,,,San Eugenio
,,,,San Fabián
,,,,San Genaro
,,,,San Genaro Norte
,,,,Angeloni
,,,,Cayastacito
,,,,Colonia Dolores
,,,,Esther
,,,,Gobernador Crespo
,,,,La Criolla (Est. Cañadita)
,,,,La Penca y Caraguatá
,,,,Marcelino Escalada
,,,,Naré
,,,,OTROS
,,,,Pedro Gómez Cello
,,,,Ramayón
,,,,San Bernardo
,,,,San Justo
,,,,San Martín Norte
,,,,Silva (Est. Abipones)
,,,,Vera y Pintado (Est. Guaraníes)
,,,,Videla
,,,,Aldao
,,,,Capitán Bermúdez
,,,,Carcarañá
,,,,Coronel Arnold
,,,,Fray Luis Beltrán
,,,,Fuentes
,,,,Luis Palacios (Est. La Salada)
,,,,Puerto General San Martín
,,,,Pujato
,,,,Ricardone
,,,,Roldán
,,,,San Jerónimo Sud
,,,,San Lorenzo
,,,,Timbúes
,,,,Villa Elvira
,,,,Villa Mugueta
,,,,Carlos Pellegrini
,,,,Casas
,,,,Castelar
,,,,Colonia Belgrano
,,,,El Trébol
,,,,Landeta
,,,,Las Bandurrias
,,,,Las Petacas
,,,,Los Cardos
,,,,María Susana
,,,,Piamonte
,,,,San Jorge
,,,,San Martín de las Escobas
,,,,Sastre
,,,,Calchaquí
,,,,Cañada Ombú
,,,,Colmena
,,,,Fortín Olmos
,,,,Garabato
,,,,Golondrina
,,,,Intiyaco
,,,,Kilómetro 115
,,,,La Gallareta
,,,,Los Amores
,,,,Margarita
,,,,Paraje 29
,,,,Pozo de los Indios
,,,,Pueblo Santa Lucía
,,,,Tartagal (Est. El Tajamar)
,,,,Toba
,,,,Vera (Est. Gobernador Vera)
,,,,Malbrán
,,,,Villa General Mitre (Est. Pinto)
,,,,Campo Gallo
,,,,Coronel Manuel L. Rico
,,,,Donadeu
,,,,Sachayoj
,,,,Santos Lugares
,,,,Estación Atamisqui
,,,,Medellín
,,,,Villa Atamisqui
,,,,Colonia Dora
,,,,Herrera
,,,,Icaño
,,,,Lugones
,,,,Real Sayana
,,,,Villa Mailín
,,,,Abra Grande
,,,,Chaupi Pozo
,,,,Clodomira
,,,,La Banda
,,,,Los Quiroga
,,,,Simbolar
,,,,Bandera
,,,,Cuatro Bocas
,,,,Fortín Inca
,,,,Guardia Escolta
,,,,El Mojón
,,,,El Zanjón
,,,,Los Cardozos
,,,,Maco
,,,,Maquito
,,,,Morales
,,,,Puesto de San Antonio
,,,,San Pedro
,,,,Santa María
,,,,Santiago del Estero
,,,,Vuelta de la Barranca
,,,,Yanda
,,,,Choya
,,,,Estación La Punta
,,,,Frías
,,,,Laprida
,,,,Tapso
,,,,Villa La Punta
,,,,El Caburé
,,,,La Firmeza
,,,,Los Pirpintos
,,,,Los Tigres
,,,,Monte Quemado
,,,,Nueva Esperanza
,,,,Pampa de los Guanacos
,,,,San José del Boquerón
,,,,Urutaú
,,,,Bandera Bajada
,,,,Caspi Corral
,,,,La Cañada
,,,,La Invernada
,,,,Vaca Huañuna
,,,,Villa Figueroa
,,,,Añatuya
,,,,Averías
,,,,Estación Tacañitas
,,,,Los Juríes
,,,,Tomás Young
,,,,Lavalle
,,,,San Pedro
,,,,El Arenal
,,,,El Bobadal
,,,,El Charco
,,,,Gramilla
,,,,Isca Yacu
,,,,Pozo Hondo
,,,,El Colorado
,,,,El Cuadrado
,,,,Matará
,,,,Suncho Corral
,,,,Vilelas
,,,,Villa San Martín (Est. Loreto)
,,,,Villa Unión
,,,,Aerolito
,,,,Alhuampa
,,,,Hasse
,,,,Hernán Mejía Miraval
,,,,Las Tinajas
,,,,Patay
,,,,Pueblo Pablo Torelo (Est. Otumpa)
,,,,Quimilí
,,,,Roversi
,,,,Tintina
,,,,Weisburd
,,,,OTROS
,,,,Sol de Julio
,,,,Villa Ojo de Agua
,,,,OTROS
,,,,El Mojón
,,,,Las Delicias
,,,,Nueva Esperanza
,,,,Rapelli
,,,,Santo Domingo
,,,,Ramírez de Velazco
,,,,Sumampa
,,,,Sumampa Viejo
,,,,Chañar Pozo de Abajo
,,,,Chauchillas
,,,,Colonia Tinco
,,,,El Charco
,,,,Gramilla
,,,,Los Núñez
,,,,Mansupa
,,,,Pozuelos
,,,,Termas de Río Hondo
,,,,Villa Río Hondo
,,,,Colonia Alpina
,,,,Selva
,,,,Beltrán
,,,,Colonia El Simbolar
,,,,Fernández
,,,,Ingeniero Forres (Est. Chaguar Punco)
,,,,Vilmer
,,,,Chilca Juliana
,,,,Los Telares
,,,,Villa Salavina
,,,,Brea Pozo
,,,,Estación Robles
,,,,Estación Taboada
,,,,Garza
,,,,Árraga
,,,,Nueva Francia
,,,,Simbol
,,,,Base Belgrano Ii
,,,,Base Orcadas
,,,,Base San Martin
,,,,OTROS
,,,,Río Grande
,,,,Tolhuin
,,,,Laguna Escondida
,,,,Ushuaia
,,,,7 de Abril
,,,,Garmendia
,,,,OTROS
,,,,Piedrabuena
,,,,Villa Burruyacú
,,,,San Miguel de Tucumán (Est. Tucumán)
,,,,Arcadia
,,,,Concepción
,,,,La Trinidad
,,,,Alderetes
,,,,Banda del Río Salí
,,,,Delfín Gallo
,,,,El Bracho
,,,,La Florida
,,,,Las Cejas
,,,,Los Ralos
,,,,Pacará
,,,,Ranchillos
,,,,San Andrés
,,,,Famaillá
,,,,Graneros
,,,,Lamadrid
,,,,Taco Ralo
,,,,Juan Bautista Alberdi
,,,,La Cocha
,,,,San José de La Cocha
,,,,Bella Vista
,,,,Manuel García Fernández
,,,,Pala Pala
,,,,Río Colorado
,,,,Santa Rosa de Leales
,,,,Villa de Leales
,,,,Villa Fiad - Ingenio Leales
,,,,El Manantial
,,,,Ingenio San Pablo
,,,,La Reducción
,,,,Lules
,,,,Acheral
,,,,Capitán Cáceres
,,,,Monteros
,,,,Pueblo Independencia
,,,,Río Seco
,,,,Santa Lucía
,,,,Sargento Moya
,,,,Teniente Berdina
,,,,Villa Quinteros
,,,,OTROS
,,,,Aguilares
,,,,Los Sarmientos
,,,,Santa Ana
,,,,Atahona
,,,,Monteagudo
,,,,Nueva Trinidad
,,,,Simoca
,,,,Villa Chicligasta
,,,,Amaicha del Valle
,,,,Colalao del Valle
,,,,El Mollar
,,,,Tafí del Valle
,,,,Barrio Lomas de Tafí
,,,,Barrio Mutual San Martín
,,,,Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia (6)
,,,,Tafí Viejo
,,,,Villa Mariano Moreno - El Colmenar
,,,,San Pedro de Colalao
,,,,Villa  de Trancas
,,,,Villa Carmela
,,,,Yerba Buena - Marcos Paz
